19999.74	4.99105	
19999.74	4.99099	
19999.74	4.99113	
19999.74	4.99095	
19999.75	4.99123	
19999.74	4.99113	
19999.74	4.99112	
19999.74	4.99115	
19999.74	4.99124	
19999.74	4.99118	
19999.74	4.99109	
19999.74	4.99105	
19999.75	4.99136	
19999.75	4.99108	
19999.75	4.99142	
19999.74	4.9912	
19999.74	4.99131	
19999.74	4.99102	
19999.74	4.99102	
19999.74	4.99097	
19999.75	4.99103	
19999.74	4.99076	
19999.74	4.99107	
19999.74	4.99138	
19999.75	4.99114	
19999.74	4.99125	
19999.74	4.99122	
19999.74	4.99105	
19999.74	4.99102	
19999.74	4.99085	
19999.74	4.99102	
19999.74	4.99106	
19999.75	4.99121	
19999.74	4.99109	
19999.74	4.99067	
19999.75	4.99111	
19999.74	4.99109	
19999.74	4.99092	
19999.74	4.99124	
19999.74	4.99112	
19999.74	4.99123	
19999.74	4.99103	
19999.74	4.99111	
19999.74	4.99128	
19999.74	4.99095	
19999.74	4.99109	
19999.74	4.99133	
19999.74	4.99106	
19999.74	4.991	
19999.74	4.99088	
19999.74	4.99089	
19999.74	4.99115	
19999.74	4.99111	
19999.74	4.9909	
19999.75	4.99085	
19999.75	4.99095	
19999.74	4.99133	
19999.74	4.99121	
19999.75	4.99121	
19999.75	4.99125	
19999.74	4.99095	
19999.74	4.99108	
19999.74	4.99144	
19999.74	4.99101	
19999.74	4.99085	
19999.75	4.99109	
19999.74	4.99096	
19999.74	4.99089	
19999.74	4.991	
19999.74	4.99104	
19999.74	4.99133	
19999.74	4.99099	
19999.74	4.99094	
19999.74	4.9912	
19999.75	4.99124	
19999.74	4.99117	
19999.75	4.99117	
19999.74	4.991	
19999.74	4.991	
19999.74	4.9908	
19999.75	4.99104	
19999.75	4.9912	
19999.75	4.99115	
19999.74	4.99108	
19999.75	4.99118	
19999.74	4.9912	
19999.75	4.99126	
19999.75	4.99122	
19999.75	4.99125	
19999.74	4.99111	
19999.74	4.99117	
19999.74	4.99091	
19999.74	4.99127	
19999.74	4.99131	
19999.75	4.99121	
19999.75	4.99123	
19999.74	4.99112	
19999.74	4.99121	
19999.74	4.99094	
19999.74	4.99103	
19999.74	4.99102	
19999.75	4.99108	
19999.75	4.99119	
19999.74	4.99103	
19999.75	4.99098	
19999.74	4.99103	
19999.74	4.991	
19999.74	4.99111	
19999.74	4.99103	
19999.75	4.99107	
19999.75	4.99109	
19999.74	4.99121	
19999.75	4.99121	
19999.74	4.99122	
19999.75	4.99121	
19999.75	4.99094	
19999.75	4.9912	
19999.74	4.99107	
19999.74	4.99105	
19999.74	4.99083	
19999.74	4.99095	
19999.74	4.99085	
19999.74	4.99103	
19999.74	4.991	
19999.74	4.99109	
19999.74	4.99099	
19999.74	4.99076	
19999.74	4.99124	
19999.74	4.99099	
19999.74	4.9912	
19999.74	4.99097	
19999.74	4.99095	
19999.74	4.99076	
19999.74	4.99095	
19999.74	4.99097	
19999.74	4.99071	
19999.75	4.99102	
19999.74	4.99103	
19999.74	4.99087	
19999.74	4.991	
19999.74	4.99092	
19999.74	4.99102	
19999.74	4.99113	
19999.75	4.99097	
19999.75	4.99103	
19999.74	4.99118	
19999.74	4.99115	
19999.74	4.99131	
19999.75	4.99109	
19999.74	4.99121	
19999.75	4.9912	
19999.74	4.99103	
19999.74	4.99114	
19999.74	4.99128	
19999.76	4.99109	
19999.75	4.99119	
19999.75	4.99101	
19999.74	4.99095	
19999.74	4.99119	
19999.75	4.99098	
19999.74	4.99101	
19999.75	4.99133	
19999.74	4.99106	
19999.74	4.99116	
19999.75	4.99106	
19999.74	4.99125	
19999.74	4.99114	
19999.75	4.99121	
19999.74	4.99107	
19999.74	4.99106	
19999.74	4.99089	
19999.75	4.99124	
19999.74	4.99118	
19999.74	4.99135	
19999.74	4.99137	
19999.75	4.99154	
19999.75	4.99127	
19999.74	4.99103	
19999.74	4.99109	
19999.75	4.99113	
19999.75	4.99127	
19999.74	4.99112	
19999.75	4.99132	
19999.75	4.99115	
19999.75	4.99098	
19999.75	4.99127	
19999.75	4.99125	
19999.74	4.99145	
19999.74	4.99141	
19999.74	4.99103	
19999.74	4.99104	
19999.74	4.99107	
19999.74	4.99102	
19999.74	4.99117	
19999.74	4.9911	
19999.74	4.99092	
19999.74	4.99113	
19999.73	4.9909	
19999.74	4.99108	
